,accession,domain,phylum,class,order,family,genus,species,OGT,selected
2531,RS_GCF_000008765.1,Bacteria,Firmicutes_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium_S,clostridium_s acetobutylicum,37.5,True
2532,RS_GCF_000011645.1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,bacillus licheniformis,31.4827586206897,False
2533,RS_GCF_000012865.1,Bacteria,Firmicutes_B,Z-2901,Carboxydothermales,Carboxydothermaceae,Carboxydothermus,carboxydothermus hydrogenoformans,73.5,True
2534,RS_GCF_000013765.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,shewanella denitrificans,24.555555555555568,False
2535,RS_GCF_000014045.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,roseobacter denitrificans,23.0,True
2536,RS_GCF_000020945.1,Bacteria,Coprothermobacterota,Coprothermobacteria,Coprothermobacterales,Coprothermobacteraceae,Coprothermobacter,coprothermobacter proteolyticus,62.0,True
2537,RS_GCF_000021305.1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_G,Bacillus_A,bacillus_a thuringiensis_s,28.917,True
2538,RS_GCF_000021485.1,Bacteria,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,acidithiobacillus ferrooxidans,29.9558823529412,False
2539,RS_GCF_000021545.1,Bacteria,Aquificota,Aquificae,Hydrogenothermales,Hydrogenothermaceae,Sulfurihydrogenibium,sulfurihydrogenibium azorense,68.0,True
2540,RS_GCF_000024065.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Cellulomonadaceae,Jonesia,jonesia denitrificans,33.5,True
2541,RS_GCF_000024085.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Kangiellaceae,Kangiella,kangiella koreensis,33.5,False
2542,RS_GCF_000024225.1,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Lancefieldella,lancefieldella parvula,39.667,True
2543,RS_GCF_000024385.1,Bacteria,Actinobacteriota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Thermomonospora,thermomonospora curvata,50.833333333333336,True
2544,RS_GCF_000148585.2,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,streptococcus mitis,36.3,False
2545,RS_GCF_000153465.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aurantimonas,aurantimonas manganoxydans,27.5,True
2546,RS_GCF_000153485.2,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,psychroflexus torquis,9.166666666666666,True
2547,RS_GCF_000157935.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,prevotella copri,34.75,False
2548,RS_GCF_000159355.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,lactobacillus johnsonii,32.333,False
2549,RS_GCF_000165465.1,Bacteria,Firmicutes_F,Halanaerobiia,Halanaerobiales,Halanaerobiaceae,Halanaerobium,halanaerobium praevalens,36.0,True
2550,RS_GCF_000172155.1,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Verrucomicrobium,verrucomicrobium spinosum,32.0,True
2551,RS_GCF_000176915.2,Bacteria,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Pseudodesulfovibrio,pseudodesulfovibrio aespoeensis,28.3335,True
2552,RS_GCF_000212815.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,streptococcus sanguinis_c,20.0,False
2553,RS_GCF_000220505.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Microbulbifer,microbulbifer agarilyticus_b,33.0,False
2554,RS_GCF_000225825.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,brachybacterium squillarum,29.6665,True
2555,RS_GCF_000226215.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Dietzia,dietzia alimentaria,29.0,True
2556,RS_GCF_000228725.2,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiorhodovibrio,thiorhodovibrio sp000228725,33.0,True
2557,RS_GCF_000243335.1,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptonemataceae,Leptonema,leptonema illini,29.0,True
2558,RS_GCF_000277125.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,mycobacterium intracellulare,34.375,False
2559,RS_GCF_000282995.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Melaminivora,melaminivora alkalimesophila,42.5,True
2560,RS_GCF_000284595.1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,stenotrophomonas maltophilia_f,35.0,True
2561,RS_GCF_000298315.2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,rhizobium grahamii,28.333,False
2562,RS_GCF_000306255.2,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,Leptospira,leptospira noguchii,29.0,False
2563,RS_GCF_000308635.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,nocardia otitidiscaviarum,28.4,False
2564,RS_GCF_000327325.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Gordonia,gordonia rubripertincta,31.0,False
2565,RS_GCF_000369005.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,acinetobacter beijerinckii,31.0,False
2566,RS_GCF_000378005.1,Bacteria,Coprothermobacterota,Coprothermobacteria,Coprothermobacterales,Coprothermobacteraceae,Coprothermobacter,coprothermobacter platensis,55.0,True
2567,RS_GCF_000392875.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,enterococcus faecalis,36.4115,True
2568,RS_GCF_000420085.1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfospira,desulfospira joergensenii,27.5,True
2569,RS_GCF_000473265.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Amycolatopsis,amycolatopsis thermoflava,45.0,True
2570,RS_GCF_000497245.1,Bacteria,Firmicutes,Bacilli,Bacillales_G,Sporolactobacillaceae,Sporolactobacillus,sporolactobacillus laevolacticus,28.7,False
2571,RS_GCF_000521485.1,Bacteria,Firmicutes,Bacilli,Bacillales_D,Amphibacillaceae,Gracilibacillus,gracilibacillus boraciitolerans,26.5,True
2572,RS_GCF_000526915.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,mycobacterium genavense,42.0,True
2573,RS_GCF_000682695.1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas,hyphomonas chukchiensis,27.5,False
2574,RS_GCF_000685315.1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas,hyphomonas polymorpha,35.0,False
2575,RS_GCF_000708755.2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus_P,bacillus_p indicus,32.333,True
2576,RS_GCF_000730565.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,pseudomonas_e fulva,27.5,False
2577,RS_GCF_000737785.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,chryseobacterium luteum,24.5,False
2578,RS_GCF_000739735.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,paraburkholderia ginsengisoli,27.5,True
2579,RS_GCF_000742135.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,klebsiella pneumoniae,35.693,False
2580,RS_GCF_000745905.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Ferrimicrobium,ferrimicrobium acidiphilum,33.5,True
2581,RS_GCF_000770635.1,Bacteria,Firmicutes,Bacilli,Bacillales_D,Halobacillaceae,Pontibacillus,pontibacillus yanchengensis,37.5,True
2582,RS_GCF_000773975.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Erwinia,erwinia typographi,29.0,False
2583,RS_GCF_000797465.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroserpens,psychroserpens jangbogonensis,15.0,True
2584,RS_GCF_000820085.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,aeromonas sanarellii,39.0,False
2585,RS_GCF_000821045.2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Chromohalobacter,chromohalobacter japonicus,30.5,False
2586,RS_GCF_000829675.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,acinetobacter rudis,23.5,False
2587,RS_GCF_000949385.2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_F,pseudomonas_f sp000949385,34.0,True
2588,RS_GCF_000967545.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,vibrio galatheae,27.5,False
2589,RS_GCF_001083805.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Photorhabdus,photorhabdus luminescens,28.6666666666667,False
2590,RS_GCF_001267175.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Oblitimonas,oblitimonas alkaliphila,27.5,True
2591,RS_GCF_001307805.1,Bacteria,Firmicutes,Bacilli,Bacillales_D,Amphibacillaceae,Lentibacillus,lentibacillus amyloliquefaciens,35.0,True
2592,RS_GCF_001403735.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Jannaschia,jannaschia rubra,14.5,True
2593,RS_GCF_001436305.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,lactobacillus ultunensis,33.5,True
2594,RS_GCF_001457655.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus,haemophilus influenzae,36.684,True
2595,RS_GCF_001517105.1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,bacillus halotolerans,32.0,False
2596,RS_GCF_001548275.1,Bacteria,Desulfobacterota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Caldimicrobium,caldimicrobium thiodismutans,75.0,True
2597,RS_GCF_001571285.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kluyvera,kluyvera cryocrescens,32.3333333333333,True
2598,RS_GCF_001598055.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,cupriavidus nantongensis,33.5,False
2599,RS_GCF_001613145.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,nocardia jejuensis,33.5,False
2600,RS_GCF_001613465.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,nocardia niwae,35.0,False
2601,RS_GCF_001677955.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,chryseobacterium sp001677955,20.0,False
2602,RS_GCF_001715195.1,Bacteria,Bacteroidota,Rhodothermia,Balneolales,Balneolaceae,Rhodohalobacter,rhodohalobacter halophilus,40.0,True
2603,RS_GCF_001854475.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Pseudoalteromonas,pseudoalteromonas byunsanensis,27.5,False
2604,RS_GCF_001887595.1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter,luteibacter rhizovicinus,17.5,True
2605,RS_GCF_001996165.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Salinivibrio,salinivibrio proteolyticus,33.0,True
2606,RS_GCF_002006995.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Izhakiella,izhakiella australiensis,27.5,True
2607,RS_GCF_002266855.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,winogradskyella aurantia,34.0,False
2608,RS_GCF_002795805.1,Bacteria,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,mariprofundus aestuarium,27.5,False
2609,RS_GCF_002884495.1,Bacteria,Firmicutes,Bacilli,Bacillales_A,Planococcaceae,Rummeliibacillus,rummeliibacillus pycnus,29.0,True
2610,RS_GCF_003003125.1,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Laceyella,laceyella sediminis,55.0,True
2611,RS_GCF_003054555.1,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,streptomyces lunaelactis,23.0,False
2612,RS_GCF_003387535.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Paraperlucidibaca,paraperlucidibaca baekdonensis,20.0,True
2613,RS_GCF_003387615.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,tenacibaculum gallaicum,27.5,False
2614,RS_GCF_003633615.1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,mucilaginibacter gracilis,20.0,True
2615,RS_GCF_003634755.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,flavobacterium limicola,16.25,True
2616,RS_GCF_003688495.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,flavobacterium weaverense,15.15,True
2617,RS_GCF_003788585.1,Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Salinisphaeraceae,Salinisphaera,salinisphaera japonica,22.5,True
2618,RS_GCF_003989795.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,halomonas andesensis,32.5,False
2619,RS_GCF_004001245.1,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalomonadales,Thiohalomonadaceae,Sulfurivermis,sulfurivermis fontis,45.0,True
2620,RS_GCF_004135935.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylovirgula,methylovirgula ligni,22.0,True
2621,RS_GCF_004216715.1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Cecembia,cecembia calidifontis,45.0,True
2622,RS_GCF_004295345.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,shewanella maritima,30.5,False
2623,RS_GCF_004309735.1,Bacteria,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,desulfovibrio legallii,35.0,True
2624,RS_GCF_004339575.1,Bacteria,Aquificota,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Phorcysia,phorcysia thermohydrogeniphila,75.0,True
2625,RS_GCF_004357985.1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,luteimonas aestuarii,35.5,False
2626,RS_GCF_004362865.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Zeaxanthinibacter,zeaxanthinibacter enoshimensis,29.0,True
2627,RS_GCF_004364325.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Actinophytocola,actinophytocola oryzae,23.0,False
2628,RS_GCF_005938655.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae,Alcanivorax,alcanivorax gelatiniphagus,38.5,False
2629,RS_GCF_007954425.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,novosphingobium ginsenosidimutans,31.0,False
2630,RS_GCF_007954585.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Pistricoccus,pistricoccus aurantiacus,33.0,True
2631,RS_GCF_008824185.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,paracoccus pantotrophus,34.2,False
2632,RS_GCF_008973755.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Nitrincolaceae,Nitrincola,nitrincola alkalilacustris,24.0,True
2633,RS_GCF_009649845.1,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Polyangium,polyangium spumosum,28.4615384615385,True
2634,RS_GCF_010500915.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alteromonas,alteromonas hispanica,32.0,False
2635,RS_GCF_011947285.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Glaciimonas,glaciimonas immobilis,10.0,True
2636,RS_GCF_012844305.1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Flammeovirgaceae,Flammeovirga,flammeovirga aprica,22.0,False
2637,RS_GCF_013340935.1,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum,azospirillum melinis,26.5,False
2638,RS_GCF_013409575.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Macellibacteroides,macellibacteroides fermentans,37.5,True
2639,RS_GCF_013623905.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Brevibacteriaceae,Brevibacterium,brevibacterium sediminis,26.5,False
2640,RS_GCF_014191725.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Microbulbifer,microbulbifer rhizosphaerae,40.0,True
2641,RS_GCF_014196505.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,rhizobium metallidurans,27.5,False
2642,RS_GCF_014202315.1,Bacteria,Actinobacteriota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Thermocatellispora,thermocatellispora tengchongensis,47.5,True
2643,RS_GCF_014596935.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aestuariibaculum,aestuariibaculum suncheonense,27.5,True
2644,RS_GCF_014652675.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Formosimonas,formosimonas limnophila,20.0,True
2645,RS_GCF_014652795.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Kushneria,kushneria pakistanensis,31.5,False
2646,RS_GCF_014873765.1,Bacteria,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium,desulfomicrobium macestii,35.0,False
2647,RS_GCF_014905615.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Pseudoalteromonas,pseudoalteromonas aliena,23.0,False
2648,RS_GCF_016834455.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,shewanella litorisediminis,33.5,False
2649,RS_GCF_016919065.1,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Desulfobulbus,desulfobulbus rhabdoformis,31.0,False
2650,RS_GCF_017299535.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,serratia marcescens,29.9491525423729,False
2651,RS_GCF_017565705.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Leucobacter,leucobacter ruminantium,38.5,False
2652,RS_GCF_017875235.1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,asticcacaulis solisilvae,27.5,False
2653,RS_GCF_017876395.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Nesterenkonia,nesterenkonia lacusekhoensis,20.0,True
2654,RS_GCF_018223745.1,Bacteria,Firmicutes_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium,clostridium beijerinckii,36.5555555555556,False
2655,RS_GCF_900089585.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Micromonospora,micromonospora sediminicola,31.0,False
2656,RS_GCF_900094545.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,rhizobium miluonense,27.5,False
2657,RS_GCF_900096565.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Williamwhitmaniaceae,Williamwhitmania,williamwhitmania taraxaci,22.5,True
2658,RS_GCF_900101855.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,flavobacterium anhuiense,26.6665,False
2659,RS_GCF_900101875.1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,mucilaginibacter pineti,26.0,False
2660,RS_GCF_900106955.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Aidingimonas,aidingimonas halophila,32.5,False
2661,RS_GCF_900107535.1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,pedobacter hartonius,13.333333333333334,True
2662,RS_GCF_900107645.1,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Geopsychrobacteraceae,Desulfuromusa,desulfuromusa kysingii,32.0,True
2663,RS_GCF_900108045.1,Bacteria,Firmicutes_A,Clostridia,Clostridiales,Caloramatoraceae,Caloramator,caloramator fervidus,67.75,True
2664,RS_GCF_900109205.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,sphingomonas sp900109205,20.0,False
2665,RS_GCF_900110375.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,flavobacterium sinopsychrotolerans,21.5,False
2666,RS_GCF_900111875.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Poseidonocella,poseidonocella pacifica,27.5,True
2667,RS_GCF_900112865.1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,dyella marensis,33.5,True
2668,RS_GCF_900114155.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Marinobacter,marinobacter persicus,35.0,False
2669,RS_GCF_900114765.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_D,pseudomonas_d pachastrellae,24.0,True
2670,RS_GCF_900114975.1,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Thermodesulforhabdaceae,Thermodesulforhabdus,thermodesulforhabdus norvegica,60.0,True
2671,RS_GCF_900116005.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Poseidonocella,poseidonocella sedimentorum,26.5,False
2672,RS_GCF_900116065.1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,brevundimonas viscosa,29.0,True
2673,RS_GCF_900116115.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutibacter,lutibacter maritimus,27.5,True
