,accession,domain,phylum,class,order,family,genus,species,OGT,selected
168,RS_GCF_000007985.2,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,Geobacter,geobacter sulfurreducens,30.49983333333335,True
169,RS_GCF_000011565.2,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Parachlamydiaceae,Protochlamydia,protochlamydia amoebophila,32.5,True
170,RS_GCF_000013885.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Nitrobacter,nitrobacter hamburgensis,29.0,False
171,RS_GCF_000014425.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,lactobacillus gasseri,35.25,False
172,RS_GCF_000020365.1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacterium_B,desulfobacterium_b autotrophicum,25.25,True
173,RS_GCF_000020525.1,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chloroherpetonaceae,Chloroherpeton,chloroherpeton thalassium,32.5,True
174,RS_GCF_000021325.1,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconacetobacter,gluconacetobacter diazotrophicus,29.0,True
175,RS_GCF_000023205.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,micrococcus luteus,28.3928571428571,True
176,RS_GCF_000024005.1,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,chitinophaga pinensis,23.444444444444432,False
177,RS_GCF_000025185.1,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Pirellula,pirellula staleyi,25.125,True
178,RS_GCF_000025265.1,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,conexibacter woesei,30.25,True
179,RS_GCF_000092825.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Segniliparus,segniliparus rotundus,33.1665,True
180,RS_GCF_000158955.1,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,streptomyces viridochromogenes_b,26.0,False
181,RS_GCF_000166775.1,Bacteria,Firmicutes_A,Thermoanaerobacteria,Caldicellulosiruptorales,Caldicellulosiruptoraceae,Caldicellulosiruptor,caldicellulosiruptor kronotskyensis,70.0,True
182,RS_GCF_000169155.1,Bacteria,Firmicutes_C,Negativicutes,Sporomusales,Thermosinaceae,Thermosinus,thermosinus carboxydivorans,60.0,True
183,RS_GCF_000169175.1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Microscilla,microscilla marina,22.0,True
184,RS_GCF_000169535.1,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmoidaceae,Ureaplasma,ureaplasma urealyticum,32.5,True
185,RS_GCF_000170895.1,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Plesiocystis,plesiocystis pacifica,29.0,True
186,RS_GCF_000172095.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,sulfitobacter indolifex,27.5,True
187,RS_GCF_000182645.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales_A,Rhizobiaceae_A,Ochrobactrum,ochrobactrum intermedium,34.75,False
188,RS_GCF_000186245.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Nitratifractor,nitratifractor salsuginis,37.2,True
189,RS_GCF_000195315.1,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Coriobacterium,coriobacterium glomerans,31.25,True
190,RS_GCF_000203915.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,burkholderia ambifaria,30.6665,True
191,RS_GCF_000226295.1,Bacteria,Acidobacteriota,Blastocatellia,Chloracidobacteriales,Chloracidobacteriaceae,Chloracidobacterium,chloracidobacterium thermophilum,51.5,True
192,RS_GCF_000250635.1,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospira,saprospira grandis_b,28.125,True
193,RS_GCF_000259075.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Marinilabilia,marinilabilia salmonicolor,30.75,True
194,RS_GCF_000262045.1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,bacillus siamensis,33.25,False
195,RS_GCF_000285495.1,Bacteria,Firmicutes,Bacilli,Bacillales_D,Amphibacillaceae,Oceanobacillus,oceanobacillus massiliensis,33.5,True
196,RS_GCF_000305935.1,Bacteria,Firmicutes_B,Moorellia,Thermacetogeniales,Thermacetogeniaceae,Thermacetogenium,thermacetogenium phaeum,58.0,True
197,RS_GCF_000308475.2,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,nocardia brasiliensis,32.5,False
198,RS_GCF_000315525.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,sphingobium yanoikuyae,28.75,True
199,RS_GCF_000330705.1,Bacteria,Firmicutes,Bacilli,Staphylococcales,Salinicoccaceae,Salinicoccus,salinicoccus carnicancri,33.5,True
200,RS_GCF_000341105.1,Bacteria,Actinobacteriota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Nocardiopsis_A,nocardiopsis_a potens,28.5,True
201,RS_GCF_000341505.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Edwardsiella,edwardsiella tarda,32.5,True
202,RS_GCF_000378205.1,Bacteria,Spirochaetota,Spirochaetia,DSM-16054,Sediminispirochaetaceae,Sediminispirochaeta,sediminispirochaeta bajacaliforniensis,36.0,True
203,RS_GCF_000378225.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylophilus,methylophilus methylotrophus,36.8,True
204,RS_GCF_000379705.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,corynebacterium caspium,34.5,False
205,RS_GCF_000423365.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Maritalea,maritalea myrionectae,32.5,True
206,RS_GCF_000423845.1,Bacteria,Desulfobacterota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium,thermodesulfobacterium hveragerdense,68.5,True
207,RS_GCF_000425585.1,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,terrimonas ferruginea,28.5,True
208,RS_GCF_000425645.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gaetbulibacter,gaetbulibacter saemankumensis,27.25,True
209,RS_GCF_000426625.1,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Psychrilyobacter,psychrilyobacter atlanticus,18.33333333333333,True
210,RS_GCF_000427905.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Thermocrispum,thermocrispum agreste,48.333333333333336,True
211,RS_GCF_000429865.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Cucumibacter,cucumibacter marinus,32.5,True
212,RS_GCF_000442645.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,corynebacterium maris,35.625,False
213,RS_GCF_000444995.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,paracoccus aminophilus,29.643,False
214,RS_GCF_000445065.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,sphingobium quisquiliarum,28.667,False
215,RS_GCF_000482705.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Glycomyces,glycomyces arizonensis,28.5,False
216,RS_GCF_000498575.2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,pseudomonas_e taeanensis,28.25,False
217,RS_GCF_000512895.1,Bacteria,Firmicutes_B,Desulfitobacteriia,Desulfitobacteriales,Syntrophobotulaceae,Dehalobacter,dehalobacter restrictus,27.5,True
218,RS_GCF_000521505.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Advenella,advenella mimigardefordensis,33.5,True
219,RS_GCF_000576425.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,brachybacterium phenoliresistens,32.0,False
220,RS_GCF_000601455.1,Bacteria,Firmicutes_A,Clostridia,Clostridiales,Caloramatoraceae,Fervidicella,fervidicella metallireducens,50.0,True
221,RS_GCF_000620305.1,Bacteria,Firmicutes_B,Moorellia,Desulfitibacterales,Desulfitibacteraceae,Desulfitibacter,desulfitibacter alkalitolerans,36.0,True
222,RS_GCF_000621705.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,Prolixibacter,prolixibacter bellariivorans,22.0,True
223,RS_GCF_000701425.1,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,deinococcus frigens,14.0,True
224,RS_GCF_000701485.1,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Metamycoplasmataceae,Mycoplasmopsis_A,mycoplasmopsis_a sturni,35.5,True
225,RS_GCF_000715205.1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,bacillus zhangzhouensis,33.5,False
226,RS_GCF_000716445.1,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,streptomyces wedmorensis,26.0,False
227,RS_GCF_000723785.2,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,acetobacter pasteurianus,27.17857142857145,False
228,RS_GCF_000732725.1,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Kineothrix,kineothrix alysoides,37.5,True
229,RS_GCF_000737315.1,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Hyalangium,hyalangium minutum,28.2857142857143,True
230,RS_GCF_000741785.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,bifidobacterium stellenboschense,34.0,False
231,RS_GCF_000745455.1,Bacteria,Thermotogota,Thermotogae,Mesoaciditogales,Mesoaciditogaceae,Mesoaciditoga,mesoaciditoga lauensis,58.5,True
232,RS_GCF_000763885.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,paracoccus versutus,32.5,False
233,RS_GCF_000819765.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,aeromonas bivalvium,33.5,False
234,RS_GCF_000832125.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,flavobacterium hibernum,23.0,False
235,RS_GCF_000949295.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidithrix,acidithrix ferrooxidans,22.5,True
236,RS_GCF_000973105.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Zobellia,zobellia galactanivorans,35.0,False
237,RS_GCF_001005085.2,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,streptomyces humi,32.0,False
238,RS_GCF_001039475.1,Bacteria,Firmicutes,Bacilli,Bacillales_G,HB172195,Anaerobacillus_A,anaerobacillus_a macyae,32.5,True
239,RS_GCF_001050155.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Nitratireductor,nitratireductor soli,27.5,False
240,RS_GCF_001295365.1,Bacteria,Firmicutes,Bacilli,Bacillales,Anoxybacillaceae,Parageobacillus,parageobacillus thermoglucosidasius,60.75,True
241,RS_GCF_001310975.1,Bacteria,Firmicutes_A,Thermoanaerobacteria,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,thermoanaerobacter thermocopriae,64.02766666666666,True
242,RS_GCF_001418015.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,lacinutrix mariniflava,17.5,True
243,RS_GCF_001437405.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,pediococcus ethanolidurans,33.0,False
244,RS_GCF_001457455.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,corynebacterium diphtheriae,35.2,False
245,RS_GCF_001457615.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,pseudomonas aeruginosa,33.02803921568625,True
246,RS_GCF_001458255.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassobius,thalassobius autumnalis,26.0,False
247,RS_GCF_001466665.1,Bacteria,Chloroflexota,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalogenimonas,dehalogenimonas alkenigignens,31.5,False
248,RS_GCF_001482405.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ponticoccus,ponticoccus marisrubri,31.5,True
249,RS_GCF_001542405.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,rhizobium altiplani,29.0,False
250,RS_GCF_001544255.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus_B,enterococcus_b faecium,36.316,True
251,RS_GCF_001544315.1,Bacteria,Firmicutes,Bacilli,Bacillales,Anoxybacillaceae,Geobacillus,geobacillus jurassicus,58.833333333333336,True
252,RS_GCF_001561995.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Pseudovibrio,pseudovibrio hongkongensis,26.5,False
253,RS_GCF_001571045.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Curtobacterium,curtobacterium ammoniigenes,21.0,True
254,RS_GCF_001584615.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Brevibacteriaceae,Brevibacterium,brevibacterium ravenspurgense,34.083333333333336,False
255,RS_GCF_001586255.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,Zhongshania,zhongshania aliphaticivorans,27.5,True
256,RS_GCF_001592205.1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,brevundimonas vesicularis,26.0,False
257,RS_GCF_001594015.1,Bacteria,Firmicutes_B,Moorellia,Moorellales,Moorellaceae,Moorella,moorella mulderi,64.0,True
258,RS_GCF_001612725.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,nocardia anaemiae,27.0,False
259,RS_GCF_001613935.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Amycolatopsis,amycolatopsis regifaucium,32.5,False
260,RS_GCF_001639745.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas,marinomonas gallaica,24.0,False
261,RS_GCF_001693735.1,Bacteria,Firmicutes_F,Halanaerobiia,Halobacteroidales,Halobacteroidaceae,Orenia,orenia metallireducens,40.0,True
262,RS_GCF_001792775.2,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,staphylococcus pseudintermedius,35.0,False
263,RS_GCF_001894885.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,rhodococcus marinonascens,19.0,True
264,RS_GCF_001927245.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Amorphaceae,Acuticoccus,acuticoccus yangtzensis,35.0,True
265,RS_GCF_001941345.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,corynebacterium stationis,35.0,False
266,RS_GCF_001941975.1,Bacteria,Firmicutes_C,Negativicutes,Sporomusales,Sporomusaceae,Sporomusa,sporomusa sphaeroides,35.0,True
267,RS_GCF_001969855.1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,bacillus haynesii,40.556,True
268,RS_GCF_002149965.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,novosphingobium panipatense,30.312,False
269,RS_GCF_002155915.1,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,streptomyces thermovulgaris,40.3333333333333,True
270,RS_GCF_002156455.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,vibrio coralliirubri,20.0,False
271,RS_GCF_002156475.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,vibrio gigantis,4.0,True
272,RS_GCF_002157205.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Kushneria,kushneria marisflavi,27.5,False
273,RS_GCF_002163755.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,vibrio campbellii,27.0,False
274,RS_GCF_002263495.1,Bacteria,Actinobacteriota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Nocardiopsis_C,nocardiopsis_c gilva,28.667,True
275,RS_GCF_002282855.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Paraferrimonas,paraferrimonas sedimenticola,27.5,True
276,RS_GCF_002285495.1,Bacteria,Firmicutes_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium,clostridium isatidis,50.5,True
277,RS_GCF_002355415.1,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Sulfurifustaceae,Sulfurifustis,sulfurifustis variabilis,43.5,True
278,RS_GCF_002443155.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Alcaligenes,alcaligenes faecalis,30.8888888888889,True
279,RS_GCF_002797755.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Brevirhabdus,brevirhabdus pacifica,32.5,True
280,RS_GCF_002798305.1,Bacteria,Firmicutes,Bacilli,Bacillales_A,Planococcaceae,Chryseomicrobium,chryseomicrobium excrementi,36.0,True
281,RS_GCF_002809955.1,Bacteria,Firmicutes,Bacilli,Bacillales,Anoxybacillaceae,Geobacillus,geobacillus sp002809955,60.667,True
282,RS_GCF_002813445.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,pseudomonas_e tolaasii,26.5,False
283,RS_GCF_002834145.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,roseovarius salinarum,33.0,True
284,RS_GCF_002845745.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Telmatospirillum,telmatospirillum siberiense,26.5,True
285,RS_GCF_002902685.1,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,staphylococcus pettenkoferi,34.25,False
286,RS_GCF_002973595.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Jejuia,jejuia pallidilutea,27.5,True
287,RS_GCF_003019255.1,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,staphylococcus kloosii,34.0,False
288,RS_GCF_003026365.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Photobacterium,photobacterium angustum,26.0,False
289,RS_GCF_003028575.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,halomonas urumqiensis,39.0,False
290,RS_GCF_003046295.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,sphingomonas aerolata,22.0,False
291,RS_GCF_003259905.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Salipiger,salipiger aestuarii,27.5,False
292,RS_GCF_003315235.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,neisseria gonorrhoeae,36.45833333333335,False
293,RS_GCF_003634015.1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Litorimonas,litorimonas taeanensis,27.5,False
294,RS_GCF_003667225.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Kocuria,kocuria rhizophila,31.0,False
295,RS_GCF_003710935.1,Bacteria,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,brevibacillus gelatini,40.0,True
296,RS_GCF_003725795.1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,pedobacter jejuensis,22.5,True
297,RS_GCF_003797125.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,shewanella frigidimarina,20.5,False
298,RS_GCF_003867075.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,tenacibaculum mesophilum,31.5,False
299,RS_GCF_003967195.1,Bacteria,Proteobacteria,Gammaproteobacteria,AKS1,AKS1,Sulfuriflexus,sulfuriflexus mobilis,31.0,True
300,RS_GCF_004307015.1,Bacteria,Deinococcota,Deinococci,Deinococcales,Thermaceae,Thermus,thermus thermamylovorans,65.0,True
301,RS_GCF_004310665.1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,pedobacter kyonggii,19.0,True
302,RS_GCF_004358165.1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,luteimonas terrae,27.5,True
303,RS_GCF_004363315.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Tepidicella,tepidicella xavieri,45.0,True
304,RS_GCF_004367585.1,Bacteria,Firmicutes,Bacilli,Bacillales_A,Planococcaceae,Paenisporosarcina,paenisporosarcina antarctica,17.5,True
305,RS_GCF_004458765.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,microvirga pakistanensis,40.0,True
306,RS_GCF_004571135.1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,algoriphagus kandeliae,40.0,True
307,RS_GCF_004758605.1,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,deinococcus metallilatus,40.0,True
308,RS_GCF_005221385.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,agrobacterium sp900013535,27.083,True
309,RS_GCF_006569205.1,Bacteria,Firmicutes,Bacilli,Bacillales_A,Planococcaceae,Ureibacillus,ureibacillus terrenus,53.3333333333333,True
310,RS_GCF_008033135.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chitinibacteraceae,Chitinolyticbacter,chitinolyticbacter meiyuanensis,33.5,True
311,RS_GCF_008087625.1,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,Aquisphaera,aquisphaera giovannonii,33.75,True
312,RS_GCF_008124715.1,Bacteria,Firmicutes_A,Thermosediminibacteria,Thermosediminibacterales,Thermosediminibacteraceae,Thermosediminibacter,thermosediminibacter litoriperuensis,64.0,True
